624,1039,巴風特	0,0,81,9101,0,250,100,0,1
625,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
626,1115,虎王	0,0,65,9108,0,250,100,0,1
627,1038,俄賽裡斯	0,0,78,9100,0,250,100,0,1
628,1112,海盜之王	0,0,70,9107,0,250,100,0,1
629,1157,法老王	0,0,93,9112,0,250,100,0,1
630,1388,聖天使波利	2000399,150622,60,9119,0,170,92,0,0
631,1096,天使波利	0,0,20,9106,0,1000,100,0,1
632,1038,俄塞里斯	0,0,78,9100,0,940,87,0,1
637,1056,貍貓	0,0,18,9015,0,250,100,0,1
355,1789,＃︿＠！保鑣	0,0,99,9257,0,993,78,1,1
638,1843,智者	2000824,151334,99,9311,0,1000,78,0,0
356,1031,波波利	0,0,14,9003,0,250,100,0,1
639,1312,烏龜將軍	0,0,97,9115,0,250,100,0,1
357,1188,妖道	0,0,32,9025,0,250,100,0,1
640,1840,十字刺客	2000839,151373,99,9308,0,991,0,0,0
358,1026,殭屍	0,0,30,9018,0,250,100,0,1
641,1157,法老王	0,0,93,9112,0,250,100,0,1
359,1170,鬼女	0,0,33,9020,0,250,100,0,1
360,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
643,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
361,1200,艾斯恩魔女	0,0,63,9026,0,250,100,0,1
644,1038,致命木乃伊	0,0,78,9100,0,820,65,1,1
645,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
363,1109,小惡魔	0,0,46,9023,10004,10,97,0,1
646,1200,艾斯恩魔女	2000835,151357,63,9026,0,170,94,0,0
364,1096,天雪櫻	0,0,20,9106,0,50,92,1,1
647,1159,★皮卡丘☆	0,0,69,9113,0,980,94,1,1
365,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
648,1827,ζ夏夜〃飄雪ζ	0,0,90,9295,0,1000,100,1,1
366,1792,超魔導士	0,0,99,9260,0,1000,100,0,1
649,1782,￡秋晨↗飄雨￡	2000695,151394,90,9250,0,1000,100,1,0
367,1389,德古拉男爵	0,0,85,9120,0,250,100,0,1
650,1840,十字刺客	0,0,99,9308,0,1000,100,0,1
368,1063,☆。兔寶寶。★	0,0,3,9004,10007,230,60,1,1
369,1113,土波利	0,0,3,9002,0,250,100,0,1
652,1843,智者	2000427,151578,99,9311,0,999,79,0,0
370,1002,波利	0,0,1,9001,0,250,100,0,1
653,1150,月夜貓	0,0,67,9111,0,250,86,0,1
371,1157,法老王	2000270,150733,93,9112,0,840,85,0,0
654,1389,德古拉男爵	0,0,85,9120,0,250,100,0,1
372,1002,波利	0,0,1,9001,0,250,100,0,1
655,1389,德古拉男爵	0,0,85,9120,0,250,99,0,1
656,1059,蜂后	0,0,74,9103,0,250,100,0,1
374,1063,．妖a寶貝．	0,0,3,9004,10007,1000,99,1,1
657,1038,俄賽裡斯	0,0,78,9100,0,250,100,0,1
375,1113,土波利	0,0,3,9002,0,250,100,0,1
376,1031,波波利	0,0,14,9003,0,250,100,0,1
659,1188,妹子@妖道	0,0,32,9025,10020,50,100,1,1
377,1170,鬼女	2000028,150029,33,9020,10016,1000,65,0,0
660,1026,妹子@殭屍	0,0,30,9018,10008,250,100,1,1
661,1200,×ＳＭ弟弟咩×	0,0,63,9026,0,130,86,1,1
379,1170,鬼女	0,0,33,9020,0,250,100,0,1
662,1109,小惡魔	0,0,46,9023,0,250,100,0,1
380,1087,獸人英雄	0,0,77,9105,0,840,95,0,1
663,1109,小惡魔	0,0,46,9023,10004,1000,83,0,1
381,1188,在跳打斷你的腳	0,0,32,9025,10020,250,97,1,1
664,1782,超級初心者	0,0,90,9250,0,1000,100,0,1
382,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
665,1838,神工匠	0,0,99,9306,0,1000,100,0,1
383,1190,獸人酋長	0,0,74,9114,0,250,100,0,1
100,1002,波利	0,0,1,9001,0,250,100,0,1
666,1801,詩人	0,0,99,9269,0,1000,100,0,1
384,1086,黃金蟲	0,0,64,9104,0,1000,97,0,1
101,1002,波利	0,0,1,9001,0,250,100,0,1
667,1109,小惡魔	0,0,46,9023,0,250,100,0,1
385,1312,烏龜將軍	0,0,97,9115,0,1000,97,0,1
102,1002,波利	0,0,1,9001,0,250,100,0,1
668,1109,小惡魔	0,0,46,9023,0,250,100,0,1
386,1388,聖天使波利	0,0,60,9119,0,250,100,0,1
103,1002,波利	0,0,1,9001,0,250,100,0,1
669,1389,德古拉男爵	0,0,85,9120,0,250,99,0,1
387,1056,狸貓	0,0,18,9015,0,250,100,0,1
104,1272,黑暗之王	0,0,80,9116,0,250,100,0,1
670,1275,愛麗絲	2000271,151606,62,9027,0,150,99,0,0
388,1275,〝◆  喵 ╭☆° 	2000032,150036,62,9027,0,920,76,1,0
105,1002,波利	0,0,1,9001,0,250,100,0,1
671,1101,♀清清♂	2000054,151112,50,9024,10001,250,91,1,0
389,1188,＊麵包．妖＊道	0,0,32,9025,10020,920,100,1,1
106,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
672,1056,狸貓	0,0,18,9015,0,250,100,0,1
390,1275,＊麵包．愛寵	0,0,62,9027,0,250,99,1,1
107,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
673,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
391,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
674,1107,沙漠幼狼	0,0,9,9010,0,250,100,0,1
392,1026,殭屍	0,0,30,9018,0,250,100,0,1
109,1188,可愛小妖道	2000049,150063,32,9025,10020,880,84,1,0
675,1155,♀小小龍♂	0,0,44,9022,10011,250,99,1,1
393,1109,小惡魔	0,0,46,9023,0,250,100,0,1
676,1188,妖道	0,0,32,9025,0,250,100,0,1
394,1101,小巴風特	0,0,50,9024,0,250,100,0,1
111,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
677,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
395,1063,－法克斯－	0,0,3,9004,10007,1000,100,1,1
396,1063,瘋兔	0,0,3,9004,0,250,100,0,1
113,1275,愛麗絲女僕	2000072,150095,62,9027,0,1000,94,0,0
679,1101,~丫~魯~巴~	2000929,151542,50,9024,10001,980,97,1,0
397,1002,波利	0,0,1,9001,10013,250,100,0,1
115,1790,☆神~騎士★	0,0,99,9258,0,994,75,1,1
681,1115,虎王	0,0,65,9108,0,250,100,0,1
399,1167,～＊笨熊＊～	0,0,7,9009,10015,1000,100,1,1
116,1795,×SM哥哥咩×	2000006,150008,99,9263,0,997,79,1,0
682,1312,烏龜將軍	0,0,97,9115,0,250,100,0,1
400,1147,蟻后	0,0,81,9110,0,1000,85,0,1
117,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
683,1147,蟻后	0,0,81,9110,0,250,100,0,1
401,1167,小野豬	0,0,7,9009,0,250,100,0,1
684,1147,蟻后	0,0,81,9110,0,250,87,0,1
402,1167,小野豬	0,0,7,9009,0,250,100,0,1
119,1836,唯獨ｉ小櫻	2000018,151405,99,9304,0,900,85,1,0
685,1115,♂可愛‧貓系♀	0,0,65,9108,0,110,83,1,1
404,1190,獸人酋長	0,0,74,9114,0,1000,98,0,1
121,1275,愛麗絲	2000195,150223,62,9027,0,1000,100,1,0
687,1112,海盜之王	0,0,70,9107,0,250,100,0,1
405,1167,小野豬	0,0,7,9009,0,250,100,0,1
122,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
688,1190,獸人酋長	0,0,74,9114,0,250,92,0,1
406,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
123,1791,☆戀愛≠國度☆	2000047,150324,99,9259,0,993,61,1,0
689,1275,愛麗絲	2000975,151608,62,9027,0,980,99,0,0
407,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
124,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
690,1159,皮里恩	0,0,69,9113,0,250,100,0,1
408,1057,☆╭°香蕉°╮．	2000427,151178,19,9016,10018,940,90,1,0
125,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
409,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
126,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
410,1057,．柳樹下的我．	2000427,151154,19,9016,10018,1000,84,1,0
127,1052,蝗蟲	0,0,9,9011,0,250,100,0,1
411,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
128,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
694,1389,德古拉男爵	2000887,151601,85,9120,0,250,96,0,0
412,1167,☆╭°牛奶°╮．	0,0,7,9009,10015,1000,99,1,1
129,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
695,1389,德古拉男爵	0,0,85,9120,0,250,100,0,1
413,1167,．牛奶．	0,0,7,9009,10015,1000,91,1,1
130,1275,愛麗莎	2000195,150545,62,9027,0,250,92,1,0
696,1252,卡崙	0,0,73,9118,0,250,100,0,1
414,1063,瘋兔	0,0,3,9004,0,250,100,0,1
131,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
697,1827,超級初心者	0,0,90,9295,0,1000,100,0,1
415,1063,瘋兔	0,0,3,9004,0,250,100,0,1
132,1275,愛麗絲女僕	0,0,62,9027,0,1000,100,0,1
698,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
416,1063,瘋兔	0,0,3,9004,0,250,100,0,1
699,1087,獸人英雄	2000888,151476,77,9105,0,250,100,0,0
417,1115,虎王	0,0,65,9108,0,510,100,0,1
134,1275,天使家美麗的女僕	0,0,62,9027,0,900,87,1,1
700,1086,黃金蟲	0,0,64,9104,0,250,100,0,1
418,1200,艾斯恩魔女	2000545,150901,63,9026,0,210,91,0,0
135,1200,我要吃麵包	0,0,63,9026,0,210,94,1,1
701,1046,蘇菲	2000825,151570,72,9102,0,1000,95,1,0
419,1200,艾斯恩	0,0,63,9026,0,250,98,1,1
702,1275,瑪莉亞	2000434,150723,62,9027,0,50,97,1,0
137,1188,妖道	0,0,32,9025,10020,1000,96,0,1
703,1388,聖天使波利	2000718,151188,60,9119,0,250,47,0,0
421,1200,艾斯恩魔女	0,0,63,9026,0,10,94,0,1
138,1188,妖道	0,0,32,9025,0,250,100,0,1
704,1793,櫻之護衛	2000493,150798,99,9261,0,1000,71,1,0
422,1200,艾斯恩魔女	2000529,150880,63,9026,0,1000,99,0,0
139,1026,殭屍	0,0,30,9018,0,250,100,0,1
705,1038,俄塞里斯	0,0,78,9100,0,250,100,0,1
423,1096,跨殺小	2000425,150662,20,9106,0,980,92,1,0
140,1026,殭屍	0,0,30,9018,0,250,100,0,1
706,1388,聖天使波利	0,0,60,9119,0,250,100,0,1
424,1275,愛麗絲	0,0,62,9027,0,590,93,0,1
141,1002,殺~	0,0,1,9001,10013,130,96,1,1
425,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
142,1188,妖道	0,0,32,9025,0,250,100,0,1
708,1147,蟻後	0,0,81,9110,0,90,92,0,1
143,1026,殭屍	0,0,30,9018,0,250,100,0,1
709,1112,海盜之王	0,0,70,9107,0,250,100,0,1
144,1026,殭屍	0,0,30,9018,0,250,100,0,1
710,1029,*~逆業~*	2000872,151519,43,9021,10006,630,73,1,0
145,1026,殭屍	0,0,30,9018,0,250,100,0,1
711,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
146,1026,殭屍	0,0,30,9018,0,250,100,0,1
712,1190,獸人酋長	0,0,74,9114,0,250,100,0,1
147,1188,妖道	0,0,32,9025,0,250,100,0,1
713,1150,月夜貓	0,0,67,9111,0,250,100,0,1
431,1109,小惡魔	0,0,46,9023,10004,1000,100,0,1
148,1026,殭屍	0,0,30,9018,0,250,100,0,1
149,1026,殭屍	0,0,30,9018,0,250,100,0,1
715,1038,俄賽裡斯	0,0,78,9100,0,250,86,0,1
433,1109,小惡魔	0,0,46,9023,0,250,100,0,1
150,1188,妖道	0,0,32,9025,0,250,100,0,1
716,1063,瘋兔	0,0,3,9004,0,250,100,0,1
151,1188,妖道	0,0,32,9025,0,250,100,0,1
717,1794,神射手	0,0,99,9262,0,1000,100,0,1
152,1188,妖道	0,0,32,9025,10020,1000,95,0,1
718,1147,蟻后	2000994,151648,81,9110,0,1000,84,0,0
153,1026,殭屍	0,0,30,9018,10008,1000,97,0,1
719,1115,虎王	2000995,151649,65,9108,0,980,85,0,0
154,1026,殭屍	0,0,30,9018,10008,1000,98,0,1
720,1272,黑暗之王	0,0,80,9116,0,250,97,0,1
155,1170,鬼女	0,0,33,9020,0,250,100,0,1
721,1046,統一布丁	0,0,72,9102,0,940,80,1,1
439,1101,小巴風特	0,0,50,9024,0,250,100,0,1
722,1200,艾斯恩魔女	0,0,63,9026,0,210,97,0,1
440,1101,小巴風特	0,0,50,9024,0,250,100,0,1
157,1170,鬼女	0,0,33,9020,10016,1000,100,0,1
723,1109,小惡魔	0,0,46,9023,0,250,100,0,1
158,1170,鬼女	0,0,33,9020,0,250,100,0,1
724,1155,畢帝特地龍	0,0,44,9022,0,250,100,0,1
159,1170,鬼女	0,0,33,9020,0,250,100,0,1
725,1389,☆德古拉男庸★	0,0,85,9120,0,250,95,1,1
160,1170,鬼女	0,0,33,9020,10016,1000,100,0,1
726,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
444,1795,十字刺客	2000462,150725,99,9263,0,1000,53,0,0
161,1170,鬼女	0,0,33,9020,0,250,100,0,1
727,1115,虎王	2000607,150989,65,9108,0,430,77,0,0
162,1170,鬼女	0,0,33,9020,0,250,100,0,1
728,1312,烏龜將軍	0,0,97,9115,0,250,100,0,1
163,1170,鬼女	0,0,33,9020,0,250,100,0,1
164,1272,碎雷之王	0,0,80,9116,0,980,92,1,1
448,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
165,1275,愛麗絲	0,0,62,9027,0,1000,97,1,1
166,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
167,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
451,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
452,1275,愛麗絲	2000195,150223,62,9027,0,250,94,0,0
453,1170,鬼女	0,0,33,9020,0,250,100,0,1
454,1275,愛麗絲	0,0,62,9027,0,250,100,0,1
455,1170,鬼女	0,0,33,9020,10016,1000,100,0,1
456,1275,愛麗絲	0,0,62,9027,0,130,87,0,1
457,1200,SM女王	2000210,150302,63,9026,0,250,96,1,0
174,1200,艾斯恩魔女	0,0,63,9026,0,250,98,0,1
460,1200,美女喔	0,0,63,9026,0,250,100,1,1
461,1046,死靈	0,0,72,9102,0,70,96,1,1
178,1029,黑暗女王	2000234,150312,43,9021,10006,90,92,1,0
462,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
179,1190,小小木瓜	2000052,150066,74,9114,0,250,83,1,0
180,1147,蟻后	0,0,81,9110,0,880,89,0,1
464,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
181,1389,德古拉男爵	0,0,85,9120,0,250,100,0,1
465,1275,愛麗絲女僕	0,0,62,9027,0,1000,100,0,1
182,1087,獸人英雄	0,0,77,9105,0,250,100,0,1
466,1200,艾斯恩魔女	0,0,63,9026,0,250,100,0,1
184,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
469,1252,卡崙	0,0,73,9118,0,250,100,0,1
470,1170,鬼女	0,0,33,9020,0,250,100,0,1
187,1188,妖道	2000255,150366,32,9025,0,610,91,0,0
471,1170,鬼女	0,0,33,9020,0,250,100,0,1
472,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
473,1056,貍貓	0,0,18,9015,0,250,100,0,1
474,1057,溜溜猴	0,0,19,9016,0,250,100,0,1
475,1056,貍貓	0,0,18,9015,0,250,100,0,1
193,1026,殭屍	0,0,30,9018,0,250,100,0,1
477,1056,．ˋ貍貓仔ˊ．	2000427,151326,18,9015,10019,1000,94,1,0
194,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
478,1056,貍貓	0,0,18,9015,0,250,100,0,1
479,1063,瘋兔	0,0,3,9004,0,250,100,0,1
480,1063,瘋兔	0,0,3,9004,0,250,100,0,1
481,1063,瘋兔	0,0,3,9004,0,250,100,0,1
764,1086,黃金蟲	0,0,64,9104,0,250,100,0,1
482,1019,大嘴鳥	0,0,13,9014,0,250,100,0,1
765,1800,ζ梁介〃專屬僕人ζ	0,0,99,9268,0,1000,98,1,1
200,1188,妖道	0,0,32,9025,0,250,100,0,1
484,1019,大嘴鳥	0,0,13,9014,0,250,100,0,1
201,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
767,1057,戀戀	2001075,151805,19,9016,10018,1000,87,1,0
485,1019,大嘴鳥	0,0,13,9014,0,250,100,0,1
202,1275,甜蜜~~小女僕	0,0,62,9027,0,980,94,1,1
768,1155,畢帝特地龍	0,0,44,9022,10011,250,100,0,1
486,1019,大嘴鳥	0,0,13,9014,0,250,100,0,1
203,1039,巴風特	0,0,81,9101,0,1000,100,0,1
769,1096,天使波利	0,0,20,9106,0,250,100,0,1
487,1049,小雞	0,0,3,9005,0,250,100,0,1
204,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
770,1827,唯讀冰	0,0,90,9295,0,1000,84,1,1
488,1049,小雞	0,0,3,9005,0,250,100,0,1
205,1200,艾斯恩魔女	0,0,63,9026,0,1000,96,0,1
771,1275,愛麗絲	2001024,151710,62,9027,0,980,78,1,0
489,1167,小野豬	0,0,7,9009,0,250,100,0,1
206,1272,黑暗之王	0,0,80,9116,0,250,100,0,1
772,1120,幽靈波利	2000704,151164,18,9109,0,250,100,0,0
490,1167,小野豬	0,0,7,9009,0,250,100,0,1
773,1799,神行太保	0,0,99,9267,0,1000,100,0,1
491,1107,沙漠幼狼	0,0,9,9010,0,250,100,0,1
774,1805,忍者	0,0,99,9273,0,1000,100,0,1
492,1167,小野豬	0,0,7,9009,0,250,100,0,1
209,1063,＊炎情．兔｜	0,0,3,9004,10007,720,99,1,1
775,1782,超級初心者	0,0,90,9250,0,1000,100,0,1
493,1107,沙漠幼狼	0,0,9,9010,0,250,100,0,1
776,1388,聖天使波利	0,0,60,9119,0,250,100,0,1
494,1107,沙漠幼狼	0,0,9,9010,0,250,100,0,1
777,1835,騎士領主	0,0,99,9303,0,1000,100,0,1
495,1029,蛇女伊絲	0,0,43,9021,0,250,100,0,1
778,1275,~我的專屬~	2001082,151824,62,9027,0,630,84,1,0
496,1107,沙漠幼狼	0,0,9,9010,0,250,100,0,1
779,1251,冰暴騎士	2000766,151680,77,9117,0,250,99,0,0
497,1840,默默守護＊雪	2000727,151234,99,9308,0,1000,35,1,0
780,1842,武術宗師	0,0,99,9310,0,1000,100,0,1
498,1086,黃金蟲	0,0,64,9104,0,920,75,0,1
781,1157,法老王	0,0,93,9112,0,250,100,0,1
499,1157,法老王	0,0,93,9112,0,250,100,0,1
782,1275,愛麗絲	2000804,151306,62,9027,0,670,94,0,0
500,1251,冰暴騎士	0,0,77,9117,0,1000,98,0,1
783,1200,艾斯恩魔女	2000804,151497,63,9026,0,630,100,0,0
501,1120,幽靈波利	0,0,18,9109,0,980,90,0,1
784,1159,小皮	2000972,151839,69,9113,0,70,95,1,0
502,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
785,1252,冰￥之〃水＃狼	0,0,73,9118,0,980,83,1,1
503,1275,愛麗絲女僕	0,0,62,9027,0,250,100,0,1
220,1150,月夜貓	0,0,67,9111,0,230,98,0,1
786,1582,惡魔波利	0,0,31,9121,0,250,100,0,1
504,1272,黑暗之王	0,0,80,9116,0,250,100,0,1
221,1150,月夜貓	2000045,150805,67,9111,0,980,97,0,0
505,1115,虎王	0,0,65,9108,0,250,100,0,1
222,1002,波利	0,0,1,9001,0,250,100,0,1
788,1582,小惡魔波利	0,0,31,9121,0,610,98,1,1
506,1159,皮里恩	0,0,69,9113,0,250,100,0,1
223,1838,神工匠	0,0,99,9306,0,1000,97,0,1
789,1096,唯讀冰	0,0,20,9106,0,90,98,1,1
507,1038,俄賽裡斯	0,0,78,9100,0,250,100,0,1
224,1031, ＊綠茶＊	0,0,14,9003,10013,1000,99,1,1
790,1096,天使波利	0,0,20,9106,0,250,97,0,1
225,1031,波波利	0,0,14,9003,0,250,100,0,1
791,1150,月夜貓	0,0,67,9111,0,250,100,0,1
509,1389,德古拉男爵	0,0,85,9120,0,250,100,0,1
792,1096,天使波利	0,0,20,9106,0,250,99,0,1
510,1790,騎士領主	0,0,99,9258,0,1000,100,0,1
793,1096,天使波利	0,0,20,9106,0,230,100,0,1
511,1188,ㄉㄨㄞ的跳	2000159,150318,32,9025,10020,630,100,1,0
228,1049,小雞	0,0,3,9005,0,250,100,0,1
512,1112,海盜之王	0,0,70,9107,0,1000,89,0,1
229,1049,小雞	0,0,3,9005,0,250,100,0,1
795,1251,唯讀冰	2000667,151686,77,9117,0,1000,100,1,0
513,1115,虎王	2000773,151288,65,9108,0,250,99,0,0
796,1147,蟻後	0,0,81,9110,0,1000,97,0,1
514,1147,蟻后	0,0,81,9110,0,250,100,0,1
231,1167,小野豬	0,0,7,9009,0,250,100,0,1
797,1039,巴風特	0,0,81,9101,0,210,64,0,1
515,1190,獸人酋長	0,0,74,9114,0,250,100,0,1
232,1167,小野豬	0,0,7,9009,0,250,100,0,1
798,1112,海盜之王	0,0,70,9107,0,250,100,0,1
516,1002,波利	0,0,1,9001,0,250,100,0,1
233,1167,小野豬	0,0,7,9009,0,250,100,0,1
517,1251,冰暴騎士	0,0,77,9117,0,1000,65,0,1
234,1167,小野豬	0,0,7,9009,0,250,100,0,1
800,1112,海盜之王	0,0,70,9107,0,250,100,0,1
518,1388,…×洨≠可愛﹋	2001107,151869,60,9119,0,960,79,1,0
235,1167,小野豬	0,0,7,9009,0,250,100,0,1
801,1086,黃金蟲	0,0,64,9104,0,250,100,0,1
519,1038,俄賽裡斯	0,0,78,9100,0,250,100,0,1
236,1052,蝗蟲	0,0,9,9011,0,250,100,0,1
802,1147,蟻後	0,0,81,9110,0,250,100,0,1
520,1063,瘋兔	0,0,3,9004,10007,920,65,0,1
237,1052,蝗蟲	0,0,9,9011,0,250,100,0,1
803,1272,黑暗之王	0,0,80,9116,0,250,100,0,1
521,1086,黃金蟲	0,0,64,9104,0,250,100,0,1
238,1052,蝗蟲	0,0,9,9011,0,250,100,0,1
804,1059,蜂后	0,0,74,9103,0,250,100,0,1
522,1120,幽靈波利	0,0,18,9109,0,1000,99,0,1
239,1052,蝗蟲	0,0,9,9011,0,250,100,0,1
805,1840,十字刺客	0,0,99,9308,0,1000,100,0,1
240,1063,瘋兔	0,0,3,9004,0,250,100,0,1
806,1789,騎士領主	0,0,99,9257,0,1000,100,0,1
524,1275,可愛的愛麗絲	2000535,150903,62,9027,0,980,93,1,0
241,1063,瘋兔	0,0,3,9004,0,250,100,0,1
