641,6003,飛里樂	2000756,151254	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
646,6013,麗芙	2000756,151254	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2160,61,0,0	8001,0 	
647,6001,麗芙	2000620,151012	1,0,150,0,40,40	17,20,15,35,24,15	0,0	0,2210,87,0,0	8001,0 	
100,6003,飛里樂	2000029,150031	7,0,442,442,49,49	34,40,9,13,36,12	0,1	0,2000,28,0,1	8009,1 	
104,6004,巴尼米樂斯	2000054,150071	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
108,6002,艾咪斯可魯	2000054,150071	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
392,6007,飛里樂	2000424,150663	22,0,1381,1381,117,117	46,56,11,19,47,18	0,2	0,2000,47,0,0	8009,5 8010,0 	
109,6004,巴尼米樂斯	2000054,150071	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
110,6004,巴尼米樂斯	2000054,150071	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
111,6007,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
395,6011,飛里樂	2000176,150724	22,0,1328,1328,109,82	45,56,11,22,43,21	0,0	0,2000,38,0,0	8009,3 8010,3 8011,1 	
112,6003,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
396,6015,飛里樂	2000025,150039	1,0,90,0,25,25	29,35,9,8,30,10	0,0	0,2000,44,0,0		
397,6013,麗芙	2000528,150878	4,0,377,0,57,57	19,22,18,37,26,17	0,1	0,2000,49,0,0	8001,0 	
115,6007,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
116,6001,麗芙	2000054,150071	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
400,6004,巴尼米樂斯	2000043,150055	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
117,6005,麗芙	2000054,150071	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
401,6011,飛里樂	2000420,150648	1,0,90,0,25,25	29,35,9,8,30,10	0,0	0,2000,45,0,0	8009,0 	
118,6002,艾咪斯可魯	2000054,150071	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
119,6002,艾咪斯可魯	2000054,150071	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
688,6004,巴尼米樂斯	2000535,150903	99,2011826345,8797,8797,357,357	144,116,128,122,101,60	0,18	0,2500,70,0,0	8013,5 8014,5 8015,5 	
125,6007,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
126,6003,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
412,6002,艾咪斯可魯	2000210,150302	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,1	8005,0 	
415,6007,飛里樂	2000734,151218	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,1	8009,0 	
416,6002,艾咪斯可魯	2000210,150302	1,0,320,0,10,10	22,17,35,11,23,16	0,0	0,2000,23,0,0	8005,0 	
134,6004,巴尼米樂斯	2000054,150071	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
420,6004,巴尼米樂斯	2000734,151218	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
421,6007,飛里樂	2000734,151218	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
422,6004,巴尼米樂斯	2000734,151218	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
142,6001,麗芙	2000095,150090	2,55,203,203,46,46	17,21,16,35,25,17	0,0	0,2000,49,0,0	8001,0 	
709,6003,飛里樂	2000201,150231	99,1643147000,5870,715,427,263	110,132,16,69,95,50	0,18	0,1700,1,0,1	8009,5 8010,5 8011,5 	
144,6002,艾咪斯可魯	2000063,150077	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
710,6008,巴尼米樂斯	2000201,150231	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
711,6006,艾咪斯可魯	2000268,150391	1,0,320,0,10,10	22,17,35,11,23,16	0,0	0,2000,43,0,0	8005,0 	
430,6005,賣竹竿	2000738,151224	1,0,150,0,40,40	17,20,15,35,24,15	0,0	0,2130,99,1,0	8001,0 	
151,6009,麗芙	2000108,150118	88,0,6768,0,570,598	67,83,91,93,93,47	0,11	0,2440,98,0,0	8001,5 8002,5 8003,5 8004,3 	
155,6003,飛里樂	2000115,150124	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
156,6010,★〃寶貝〃☆	2000042,150051	99,1736131226,10935,12028,210,96	112,79,109,22,79,55	0,15	0,1890,97,1,0	8005,5 8006,5 8007,5 8008,3 	
724,6005,麗芙	2000695,151394	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
442,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
443,6005,麗芙	2000337,151229	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
729,6015,飛里樂	2000695,151394	8,655,503,503,53,53	34,41,10,15,35,12	0,0	0,2000,46,0,0		
453,6003,飛里樂	2000201,150231	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
737,6003,飛里樂	2000734,151218	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
738,6007,飛里樂	2000734,151218	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
739,6004,巴尼米樂斯	2000734,151218	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
740,6006,艾咪斯可魯	2000734,151218	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
459,6007,飛里樂	2000201,150231	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
460,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
177,6015,飛里樂	2000052,150066	1,0,90,0,25,25	29,35,9,8,30,10	0,0	0,2000,30,0,0		
743,6011,飛里樂	2000727,151234	7,0,480,480,47,47	31,42,10,12,34,15	0,0	0,2000,41,0,0	8009,2 	
461,6007,飛里樂	2000201,150231	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
179,6003,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
463,6001,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
180,6008,巴尼米樂斯	2000054,150071	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
464,6001,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
181,6003,飛里樂	2000054,150071	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
465,6002,艾咪斯可魯	2000201,150231	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
466,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
467,6008,巴尼米樂斯	2000201,150231	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
184,6015,★樂仔★	2000054,150071	65,995475,3958,3958,286,286	72,102,12,55,66,28	0,21	0,2000,37,1,0		
185,6004,巴尼米樂斯	2000206,150240	7,0,845,845,31,31	18,20,16,16,17,14	0,0	0,2000,40,0,0	8013,2 	
471,6006,艾咪斯可魯	2000201,150231	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
189,6008,巴尼米樂斯	2000210,150302	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
190,6008,巴尼米樂斯	2000210,150302	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
758,6012,巴尼米樂斯	2000734,151218	99,1052261145,8693,6304,351,351	146,104,106,117,110,43	0,18	0,1890,15,0,1	8013,5 8014,5 8015,5 8016,0 	
759,6001,麗芙	2000763,151266	35,91700,2507,0,264,264	35,45,38,59,47,28	0,1	0,2000,20,0,0	8001,5 8002,5 8003,0 	
196,6007,飛里樂	2000157,150182	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
762,6008,巴尼米樂斯	2000706,151523	99,150000000,8598,0,374,374	131,116,112,118,129,52	0,18	0,2080,99,0,0	8013,5 8014,5 8015,5 	
197,6001,麗芙	2000157,150182	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
481,6006,艾咪斯可魯	2000201,150231	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
198,6003,飛里樂	2000157,150182	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
482,6004,巴尼米樂斯	2000201,150231	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
199,6006,艾咪斯可魯	2000157,150182	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
483,6002,艾咪斯可魯	2000201,150231	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
767,6002,艾咪斯可魯	2000890,151504	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,1	8005,0 	
486,6006,艾咪斯可魯	2000201,150231	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
769,6015,飛里樂	2000106,150562	53,454315,3036,3036,229,229	77,85,19,45,70,33	0,2	0,420,1,0,1		
487,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
204,6004,巴尼米樂斯	2000049,150063	1,0,150,0,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0	8013,0 	
770,6006,艾咪斯可魯	2000889,151467	1,0,320,0,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0	8005,0 	
488,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
205,6001,麗芙	2000121,150133	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0	8001,0 	
489,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
490,6001,麗芙	2000337,151229	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
491,6004,巴尼米樂斯	2000182,150204	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
492,6007,飛里樂	2000337,151229	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
493,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
494,6003,飛里樂	2000337,151229	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
495,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
496,6004,巴尼米樂斯	2000337,151229	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
497,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
498,6002,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
499,6007,飛里樂	2000337,151229	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
500,6008,巴尼米樂斯	2000337,151229	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
218,6003,飛里樂	2000136,150148	2,55,152,143,29,29	30,36,9,9,30,11	0,0	0,2000,49,0,0	8009,0 	
502,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
503,6001,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
504,6007,飛里樂	2000201,150231	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
506,6004,巴尼米樂斯	2000201,150231	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
224,6008,巴尼米樂斯	2000257,150367	5,175,455,0,23,23	16,13,18,14,15,12	0,0	0,2000,48,0,0	8013,1 	
510,6003,飛里樂	2000182,150204	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
227,6009,麗芙	2000084,150371	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,48,0,1	8001,0 	
229,6013,麗芙	2000092,150379	1,0,150,0,40,40	17,20,15,35,24,15	0,0	0,2080,54,0,0	8001,0 	
232,6011,~*心戒 無痕	2000050,150135	99,145098112,5971,5971,415,415	110,116,27,68,91,47	0,15	0,2150,86,1,1	8009,5 8010,5 8011,5 8012,3 	
516,6001,麗芙	2000182,150204	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
519,6006,艾咪斯可魯	2000182,150204	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
238,6003,飛里樂	2000424,150663	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
239,6007,飛里樂	2000424,150663	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
240,6005,麗芙	2000424,150663	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
812,6012,巴尼米樂斯	2000392,150991	99,60000000,8904,8904,354,344	131,126,111,96,119,56	0,15	0,2000,46,0,0	8013,5 8014,5 8015,5 8016,3 	
531,6008,巴尼米樂斯	2000182,150204	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
533,6002,艾咪斯可魯	2000157,150182	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
534,6001,麗芙	2000157,150182	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
535,6007,飛里樂	2000157,150182	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
254,6005,麗芙	2000206,150701	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
538,6013,麗芙	2000712,151174	99,-420746959,7613,7613,681,715	78,90,93,97,95,56	0,15	0,4220,60,0,1	8001,5 8002,5 8003,5 8004,3 	
540,6008,巴尼米樂斯	2000157,150182	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
257,6005,麗芙	2000206,150701	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2180,99,0,1	8001,0 	
541,6008,巴尼米樂斯	2000157,150182	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
542,6006,艾咪斯可魯	2000157,150182	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
825,6012,不可以打我 主人會生氣哦	2000016,150019	99,-983103686,9179,0,375,375	141,127,106,116,119,57	0,15	0,2480,47,1,0	8013,5 8014,5 8015,5 8016,3 	
543,6006,艾咪斯可魯	2000157,150182	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
260,6013,麗芙	2000044,150136	5,175,393,0,72,72	18,22,15,38,27,16	0,0	0,2540,100,0,0	8001,1 	
547,6005,麗芙	2000157,150182	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
830,6004,巴尼米樂斯	2000337,151229	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
548,6004,巴尼米樂斯	2000157,150182	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
838,6003,飛里樂	2000337,151229	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
839,6005,麗芙	2000337,151229	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
840,6006,艾咪斯可魯	2000337,151229	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
558,6001,麗芙	2000157,150182	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
841,6002,艾咪斯可魯	2000337,151229	13,0,1544,0,37,7	31,26,46,12,33,23	0,0	0,2000,33,0,0	8005,4 	
842,6007,飛里樂	2000083,150126	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
843,6004,巴尼米樂斯	2000083,150126	1,0,150,150,11,11	11,11,11,11,11,11	0,0	0,2000,50,0,0		
844,6006,艾咪斯可魯	2000083,150126	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
845,6006,艾咪斯可魯	2000083,150126	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
846,6006,艾咪斯可魯	2000083,150126	1,0,320,320,10,10	22,17,35,11,23,16	0,0	0,2000,50,0,0		
847,6003,飛里樂	2000083,150126	1,0,90,90,25,25	29,35,9,8,30,10	0,0	0,2000,50,0,0		
565,6005,麗芙	2000201,150231	1,0,150,150,40,40	17,20,15,35,24,15	0,0	0,2000,50,0,0		
848,6015,飛里樂	2001014,151687	11,1590,677,0,63,63	34,44,10,16,36,17	0,3	0,2000,38,0,0		
