// 枯樹枝召喚怪物設定
// MobID, MobName(Dummy), Rate
// 怪物 ID, 怪物名稱(Dummy), 準確率(*20000)。500000為50% 50000為100%。
// 怪物 ID 0 時確認為當怪物選擇失敗時召還的怪物 ID
// 若寫入未實裝的怪物會造成錯誤
// 注意若怪物出理在登入口附近可能會造成不能進出的情況

1106,沙漠之狼,50000
1107,沙漠幼狼,50000
1108,迪奧斯,50000
1109,小惡魔,50000
1110,土人,50000
1111,紅蝙蝠,50000
//1112,海盜之王,100
1113,土波利,50000
1114,獵蠅,50000
//1115,虎王,100
1116,轉轉蛋,50000
1117,闇神官,50000
1118,噬人花,50000
1119,傘蜥,50000
1120,幽靈波利,20000
1121,基爾瑟,50000
1122,刺刀哥布靈,50000
1123,鏈錘哥布靈,50000
1124,大斧哥布靈,50000
1125,鎯頭哥布靈,50000
1126,刺錘哥布靈,50000
1127,蚯蚓,50000
1128,鍬形蟲,50000
1129,鬼火,50000
1130,南瓜先生,50000
1131,裘卡,50000
1132,卡利斯格,50000
1133,大斧犬妖,50000
1134,鎯頭犬妖,50000
1135,刺錘犬妖,50000
//1136,犬妖四男,50000
//1137,犬妖五男,50000
1138,魔鍋蛋,50000
1139,螳螂,50000
1140,馬爾杜克,50000
1141,水母,50000
1142,氣泡蟲,50000
1143,傀儡娃娃,50000
1144,烏賊,50000
1145,土撥鼠,50000
1146,黑狐,50000
//1147,蟻后,100
1148,梅杜莎,50000
1149,米洛斯,50000
//1150,月夜貓,100
1151,麥斯特,50000
1152,邪骸獸人,50000
1153,獸人腐屍,50000
1154,帕莎納,50000
1155,畢帝特地龍,50000
1156,畢帝特飛龍,50000
//1157,法老王,100
1158,劍魚,50000
//1159,皮里恩,100
1160,工蟻,50000
1161,漂浮蟲,50000
//1162,草精,50000
1163,幽靈劍士,50000
1164,諾可伊,50000
1165,泥人,50000
1166,野豬,50000
1167,小野豬,50000
//1168,蠍王,50000
1169,邪骸礦工,50000
1170,鬼女,50000
//1171,黑蒼蠅-安哲,50000
//1172,黑蒼蠅-丹尼爾,50000
//1173,黑蒼蠅-派爾,50000
1174,瓢蟲,50000
1175,白鼠,50000
1176,黑蟻,50000
1177,茲諾克,50000
1178,傑洛米,50000
1179,白幽靈,50000
1180,九尾狐,50000
//1181,腐屍龍,50000
//1182,盜蘑菇,50000
1183,蒼蠅,50000
1184,綠棉蟲,50000
//1185,白幽靈,50000
1186,巨大白幽靈,50000
//1187,開關,50000
1188,妖道,50000
1189,獸人弓箭手,50000
//1190,獸人酋長,100
1191,邪惡箱,50000
1192,惡靈,50000
1193,鐘怪,50000
1194,卷甲蟲,50000
1195,飛行魔書,50000
1196,邪骸戰俘,50000
1197,腐屍戰俘,50000
//1198,暗黑祭司,50000
1199,朽魔,50000
1200,艾斯恩魔女,20000
1201,瑞比歐,50000
1202,阿修羅狂戰士,50000
1203,弒神者,20000
1204,獸牙怪,20000
1205,行刑者,20000
1206,虎蜥人,50000
1207,史汀,50000
1208,邪骸浪人,50000
1209,藍鼠,50000
//1210,曼斯鍬形蟲,20000
1211,伊特瓢蟲,50000
1212,鐵蠍,50000
1213,獸人戰士長,50000
1214,巧克猴,50000
1215,灰森靈,50000
1216,梅納海葵,50000
1219,深淵騎士,50000
//1220-1241為重複的怪物
1242,冰波利,50000
1243,雪熊,50000
//1244,聖誕南瓜先生,50000
1245,聖誕哥布靈,50000
1246,甜餅人,50000
1247,邪惡老公公,50000
1248,玩具士兵,50000
1249,邪惡禮盒,50000
1250,魔靈娃娃,50000
//1251,冰暴騎士,100
//1252,卡侖,100
1253,蝙蝠弓箭手,50000
1254,奈吉鳥,50000
1255,奈利蟲,50000
1256,單眼蟲,50000
1257,邪惡使者,50000
1258,弓箭哥布靈,50000
1259,獅鷲獸,20000
1260,鏡妖,50000
1261,狂暴野貓,50000
1262,半龍人,20000
1263,風靈巫師,50000
1264,人魚士兵,50000
1265,綠餅人,50000
1266,海星,50000
1267,卡拉特小丑,50000
1268,血腥騎士,50000
1269,古鐘魔,50000
1270,鍾塔守護者,50000
1271,鱷魚人,50000
//1272,黑暗之王,100
1273,獸人女戰士,50000
1274,邪惡摩艾,50000
1275,愛麗絲女僕,50000
1276,幽靈弓箭手,50000
1277,將軍魔碑,50000
1278,鐘乳巨石怪,50000
1279,三葉蟲,50000
1280,噴射哥布靈,50000
1281,賢者蟲,50000
1282,犬妖弓箭手,50000
1283,凱美拉,20000
//1284-1288 為特殊怪物
1289,狂暴蟻后,20000
1290,邪骸戰士長,50000
1291,狂暴惡靈,50000
1292,狂暴小惡魔,50000
1293,狂暴克瑞米,50000
1394,腐屍,50000
1295,鴞裊男爵,20000
1296,犬妖首領,50000
1297,狂暴木乃伊,50000
1298,腐屍首領,50000
1299,哥布靈首領,50000
1300,狂暴綠綿蟲,50000
1301,狂暴小土人,50000
1302,迷幻之王,20000
1303,狂暴蜂兵,50000
1304,狂暴蜘蛛,50000
1305,狂暴蜈蚣,50000
1306,狂暴大腳熊,50000
1307,狂暴月夜貓,20000
1308,狂暴哥布靈,50000
1309,犬妖首領,50000
1310,狂暴米諾斯,50000
1311,狂暴野豬,50000
//1312,烏龜將軍,100
1313,流氓,50000
1314,果樹龜,50000
1315,風靈龜,50000
1316,岩石龜,50000
1317,海豹寶寶,50000
1318,火焰龜,50000
1319,水靈龜,50000
1320,鴞裊首領,20000
1321,刺尾蜻蜓,50000
1322,彈簧兔,50000
1323,海獺,50000
//1324-1363 寶箱
//1364
1365,阿修羅機械戰士,50000
1366,熔岩巨石,50000
1367,火焰妖,50000
1368,邪惡向日葵,50000
1369,七彩大嘴鳥,50000
1370,惡魔女僕,50000
1371,偽天使,50000
1372,魔羌,50000
//1373,死靈騎士,50000
1374,惡魔侍者,50000
1375,紙妖,50000
1376,鳥人哈比,50000
1377,邪靈魔導士,50000
1378,天邪鬼,50000
1379,七彩夢魘,50000
1380,爆鑽傘蜥,50000
1381,爆炎野熊,50000
1382,赤焰小惡魔,50000
1383,爆炎蝙蝠,50000
1384,七彩飛龍,50000
1385,七彩地龍,50000
1386,沙妖,50000
1387,沙漠毒蠍,50000
1388,聖天使波利,20000
//1389,德古拉男爵,100
1390,薇歐莉,50000
1391,啤酒企鵝,50000
1392,直升機哥布靈,50000
//1393,木乃伊,50000
//1394,腐屍,50000
//1395-1398 元素怪物
//1399,特殊巴風特,50000
1400,傘妖,50000
1401,火忍西怒畢,50000
1402,牛蛙,50000
1403,武士火槍兵,50000
1404,米雅畢,50000
1405,天狗,50000
1406,釣魚河童,50000
//1407,土人,50000
1408,血蝴蝶,50000
1409,元宵童子,50000
1410,猴桃木,50000
//1411 小桃子ソ彈
1412,惡雲仙人,50000
1413,人蔘精,50000
//1414 老人參ソ彈
1415,小花豹,50000
1416,妖仙女,50000
1417,拉練熊,50000
//1418,墨蛇君,100
//1419-1491 鬥技場х⑦ЗУみ
//1492,元靈武士,100
1493,森林妖姬,50000
1494,巨象甲蟲,50000
1495,石炮火樹,50000
//1496 ияユуЁшみУみソ彈
1497,機木人,50000
1498,伍坦彈弓手,50000
1499,伍坦戰士,50000
1500,苗娃佩瑞絲,50000
//1501 иラヤэみиソ彈
//1502,иャユヤみрэ⑦,50000
1503,鬼娃樹,50000
1504,無顱武士,50000
1505,銀月魔女,50000
1506,假面鬼,50000
1507,嗜血怪人,50000
1508,萬聖魔,50000
1509,南瓜魂,50000
1510,兔斯拉,50000
//1511,古埃及王,100
1512,妖君,50000
1513,狐仙,50000
1514,舞龍,50000
1515,卡倫寶寶,50000
1516,米糕,50000
1517,貂皮怪,50000
//1518,白素貞,100
//1519,小青,20000
//1520,肉粽怪,50000
//1521-1581 ヤэみЮх⑦ЗУみ
1582,惡魔波利,20000
//1583,塔奧群卡,100
1584,塔嚕安,50000
//1585,話劇猴,50000
1586,群葉貓,50000
1587,克萊本,50000
//1588,聖誕獸人,50000
//1589-1612 Э①Чк經驗值スウ？
1613,金屬波利,50000
1614,礦石魔,50000
1615,黑耀石,50000
1616,礦工魔,50000
1617,廢鐵暖爐,50000
1618,溫古力安特,50000
1619,三葉鐵甲蟲,50000
1620,廢氣魔,50000
1621,毒液魔,50000
1622,玩偶熊,50000
//1623,RSX-0806,100
